"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Body Work 2 (mixed hips/glutes/core) - read through, added some moves","Strength","Warm up / activation with Founders pose - https://www.youtube.com/watch?v=vOgxWp0WyiI 7 way hips (10-15 reps each way): https://www.youtube.com/watch?v=iLTBIaHU5iw 10-15x push up 15 reps body weight squats (slow, and only as deep as you can control the motion) Bird dog plank (10 reps each side, no foam roller under knees) https://www.youtube.com/watch?v=wiFNA3sqjCA 15-20x glute bridge (focus on digging heels into ground and pulling towards glutes, to engage hamstrings) https://www.youtube.com/watch?v=usDCGz_Vv2k Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo 10 reps single leg hamstring bridge (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Single leg squat (5-10 reps each side), only go as deep as you can control motion / not have knee diving in https://www.youtube.com/watch?v=9_Ca2YRRdtE","0.5","","2020-02-21","Added some moves this week - single leg hamstring bridge, side plank with leg lift and single leg squat","","","",""," *02/22/2020 Matti Rowe: Cutting out pushups entirely.  Langrenn = hulk.*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/30 Over-Under","Bike","Z2 warm up, then efforts: 5 min ramp from 300w to 400w 5min alt 30 sec @ 400-450w / 30 sec @ 300-350w 5min of 30 sec @ 450+ / 30 sec easy Full recovery between.","1.5","","2020-02-21","","41477.4296875","256","594","1412.023","","1.52772867679596","7.54099988937378","","74","","135","176","","","0.801705763011089","96.68","13","62","6","5","10","3","0","","","","14","57","5","5","3","8","3","","","","",""
"TT Marker","Bike","10-15 min easy spinning, start to mentally focus on the task ahead and center yourself - relaxed and ready to dig. 3-5 min in low tempo, reaching into high tempo 3min progression from low Z4 to high Z4 90 sec progression from high Z4 to mid Z5 Each of the above 3 is it's own step - do 2-3 min of easy spinning between each step. Then - do this course at TT race pace - https://www.strava.com/routes/16050083 Think about breaking down the course to ride fastest across it, beyond just the avg power.","2","","2020-02-22","This is going to hurt for now - but it gives us a really important feedback point of how you're feeling creating race pace power in the new TT position - as well as a nice data point to build from. Let's see how you've responded to the strength work so far.","83632.2734375","233","626","2156.885"," *02/23/2020 Matti Rowe: Just rode. Had shit sleep + sick kids = clear my head.* *02/24/2020 Nate Wilson: Copy that. We'll get a good push at Frostbite.*","2.58639097213745","8.98200035095215","","85","","131","172","","","0.698516764515567","126.04","32","120","3","2","3","0","0","","","","26","100","18","5","2","5","1","","","","",""
"TT DATA","Other","11/15/18: 19:39, 335w, 169b, 87r, 41.7, 13.6k (training wheels, 63/Nelson TT loop) 2/15/19: 19:01, 347w, 167b, 87r, 42.9, 13.6k (training wheels, 63/Nelson loop) 4/6/19: 10:16, 414w, 172b, 96r, 26.9, 4.6k (JMSR) 5/18/19: 16:58, 372w, 98r, 45, 12.7k (Morgul) 8/1/19: 17:40, 354, 46.4, 13.7 (training wheels 63/Nelson loop) 8/25/19: 39:22, 318, 94r, 45.7, 30k (NM state TT)","","","2020-02-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength (2x12 - light weight) - POST RIDE","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-02-22","","","","",""," *02/23/2020 Matti Rowe: Hamstrings on and off the bike feel like they're lengthening and stronger.* *02/24/2020 Nate Wilson: Awesome, this is great. I'd like to see us keep this routine up 1x / week from now basically until 1-2 weeks out from Redlands.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Day - enjoy!","Other","","","","2020-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Broken VO2 (3 x 8x40/20)","Bike","Z1/Z2 warm up 10 min Z3 on feel 3 sets of 8x40 sec @ 440-490w / 20 sec recover - control on first two sets and then push on third set if you're good. 5 min rec between sets. Cool down","2.16666666666667","","2020-02-24","","66671.3984375","248","587","1864.244"," *02/24/2020 Nate Wilson: All nice and repeatable around 450w. They look so stable that the impression from the file is they were pretty controlled. But also can see you probably didn't have a ton more to give above that considering the third set was still setting ~440w. This workout is always tough, but just classic and we know it works on making you robust in the top end zone.*","2.08773946762085","8.86999988555908","","77","","132","174","","","0.793809294883577","125.76","40","68","12","13","9","0","0","","","","29","67","8","7","2","10","5","","","","",""
"Strength (2x12 - light weight) - POST RIDE","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-02-25","","","","",""," *02/26/2020 Matti Rowe: Did in the am - just was how the day shook out*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3x8 TT Speed","Bike","10-15 min easy spin, then run through TT warm up: 10 min ramp from easy to ~260w 2 min easy 3 min ramp from mid Z3 to mid Z4 RPE 2 mine asy 90 sec ramp from mid Z4 to mid Z5 RPE Flush legs 4-5 min then begin efforts: 3x8m @ RPE 8-9 / 10 min recovery First two reps, lock in on ""hard, controlled"", final rep try to push your power beyond the first two reps. Long recovery to focus on quality efforts.","1.5","","2020-02-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cross Country Skiing","XC-Ski","","","","2020-02-25","","24804.5703125","","","1850"," *02/26/2020 Matti Rowe: It was supposed to warm up and I brought the TT bike hoping to ride outside but it was 28F and windy instead, I was heading up to Breck, and just bagged it for a ski.*","2.04618000984192","3.36700010299683","","42","","143","166","","","0.742451840501385","127.2","17","45","44","17","1","0","0","","","","","","","","","","","","","","",""
"Z1 Recovery","XC-Ski","Nice and easy today, keep the cadence light and spend some time with the cadence over 100rpm to flush the legs a bit. 5x30 sec one leg drills","1.25","","2020-02-26","60-90 min Z1 @ HR < 125 bpm","23812.650390625","","",""," *02/27/2020 Matti Rowe: Sorry I know this was NOT a recovery day, but it's not everyday I get to ski with Howdyshell and he only has 1 speed.* *03/03/2020 Nate Wilson: All good, I""m sure it was fun!*","2.06062936782837","3.21000003814697","","37","","141","166","","","0.736306521293451","126.01","27","38","35","22","1","0","0","","","","","","","","","","","","","","",""
"Skimo","XC-Ski","","","","2020-02-27","","7652.68994140625","","","800"," *03/01/2020 Matti Rowe: Thankfully I didn't rip an ACL on the downhill bit.*","1.20881521701813","1.75899994373322","","46","","133","155","","","0.697534558497916","65.47","26","30","15","2","0","0","0","","","","","","","","","","","","","","3","5"
"Rhythm Change / LT Mix (3x12')","Bike","Z1/Z2 warm up, then efforts: #1 and 3 = 300-330w base do a 15 sec surge every 2 min #2 = First 30 sec ride 400-450w out of saddle then the rest ride @ 350-380w 8-10 min recovery between","1.5","","2020-02-28","","67650.2421875","244","919","1830.936"," *03/01/2020 Matti Rowe: Felt so goddamn good.  Yeah, got in a little hot water on the second set, but, whatever, was fun getting a little sendy.* *03/03/2020 Nate Wilson: Nice man, glad to see and hear and even more glad to see the fitness you've built on the trainer translating well to outdoors.*","2.09417176246643","8.97299957275391","","85","","140","179","","","0.782473533692219","128.53","16","73","7","10","18","4","6","","","","24","58","12","14","9","7","3","","","","",""
"Aerobic Cap + Tired Torque Sprints","Bike","Steady aerobic capacity day... Base @ 220-250w 3x 20-25min climbs @ 320-350w + 15min recovery after before resume base Final hour, do some torque sprints... 6x20 sec hard accelerations / 40 sec recovery - alternating one rep high torque, one rep high cad. High Torque = shift to a bigger gear each time you hit 85 rpm High Cad = 110+ rpm, leg speed all the way","3.63354037267081","","2020-02-29","","133677.296875","215","906","3881.289"," *03/01/2020 Matti Rowe: I suck. Oh well.* *03/03/2020 Nate Wilson: Even if it was a bit rough around the edges, the 5h vol day is really positive. I also think we see these bad days most commonly when you string together the blocks of 5-6 days consecutive load without a recovery day. We have to remember the value in true recovery and that a day that is ""just endurance power"" or a day that is skiing doesn't mean it's recovery just because you weren't doing specific hard work on the bike. It's perhaps mental recovery, but the body is still human.* *03/03/2020 Klokka Skaddla: Truth. And I need to hydrate better. I had only two for 3 hours and it was way hotter than I thought*","5.03555345535278","7.37400007247925","","77","","138","180","","","0.716543696318461","258.33","63","142","15","27","53","15","1","","","","88","113","26","58","18","3","1","","","","8","7"
"Strength (2x12 - light weight) - POST RIDE","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-02-29","","","","",""," *03/01/2020 Matti Rowe: Had to cut this short for dinner and Christ it hurt.*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Day - enjoy!","Other","","","","2020-03-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Betsy in NZ 3/1-13","Other","","","","2020-03-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2","XC-Ski","Steady Z2 + cadence work in final hour: 8x1min, 110+ rpm / 1min recovery - not high power, just cadence.","3","","2020-03-02","","36670.23046875","","","2100"," *03/03/2020 Matti Rowe: It's my birthday so I did what I wanted.  Notice how it wasn't 250 TSS in 3 hours :)* *03/03/2020 Nate Wilson: Happy birthday! You also had a relatively big weight swing from open of last week to close of last week. Just noting on that to check in if you feel on the limit at all with recovery, symptoms of common cold, etc? Tues workout will be a good check on if the glycogen is in the muscles!* *03/03/2020 Klokka Skaddla: Yeah 175 to 168 😂. Idk man I wasn’t trying to do anything 🥜 just water weight and no I don’t have coronavirus or a cold.*","3.07061433792114","3.31699991226196","","41","","133","157","","","0.666379395183989","155.36","76","84","21","2","0","0","0","","","","","","","","","","","","","","4","5"
